geo_name,geo_sumlevel,geo_id,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Baylor County, TX","county",05000US48023,72800,76600,81400,72600
"Bee County, TX","county",05000US48025,73000,72300,72900,76400
"Bell County, TX","county",05000US48027,122600,124500,127500,130900
"Bexar County, TX","county",05000US48029,123700,126100,129400,134400
"Blanco County, TX","county",05000US48031,162500,171900,175000,192000
"Borden County, TX","county",05000US48033,100000,83900,83500,103800
"Bosque County, TX","county",05000US48035,90800,86600,88800,95000
"Bowie County, TX","county",05000US48037,95100,99800,101800,103900
"Brazoria County, TX","county",05000US48039,148000,148800,152900,157100
"Brazos County, TX","county",05000US48041,151400,154400,160000,164600
"Brewster County, TX","county",05000US48043,111000,112500,112700,117500
"Briscoe County, TX","county",05000US48045,51600,57100,60000,63800
"Brooks County, TX","county",05000US48047,47300,49400,52100,57000
"Brown County, TX","county",05000US48049,87600,86500,90400,91000
"Burleson County, TX","county",05000US48051,87800,91400,93100,98500
"Burnet County, TX","county",05000US48053,152600,153000,158900,163800
"Caldwell County, TX","county",05000US48055,104000,106100,115300,119400
"Calhoun County, TX","county",05000US48057,98100,99600,102800,111500
"Callahan County, TX","county",05000US48059,74300,74200,74000,73200
"Cameron County, TX","county",05000US48061,78300,77400,79300,79900
"Camp County, TX","county",05000US48063,103100,87100,78100,80300
"Carson County, TX","county",05000US48065,87700,89000,93700,99200
"Cass County, TX","county",05000US48067,77400,76300,81000,85500
"Castro County, TX","county",05000US48069,68500,69600,70600,70400
"Chambers County, TX","county",05000US48071,144900,145200,151200,158700
"Cherokee County, TX","county",05000US48073,76300,81800,84500,89300
"Childress County, TX","county",05000US48075,62700,66000,73300,73200
"Clay County, TX","county",05000US48077,81600,81700,83600,82300
"Cochran County, TX","county",05000US48079,35500,31500,32300,33000
"Coke County, TX","county",05000US48081,70400,79800,79000,74000
"Coleman County, TX","county",05000US48083,60900,58400,60000,63800
"Collin County, TX","county",05000US48085,206100,211900,223400,240700
"Collingsworth County, TX","county",05000US48087,66400,66200,64200,57600
"Colorado County, TX","county",05000US48089,109600,109100,109800,106200
"Comal County, TX","county",05000US48091,205000,209100,214400,227000
"Comanche County, TX","county",05000US48093,73700,69300,72100,79400
"Concho County, TX","county",05000US48095,76100,83300,86000,100800
"Cooke County, TX","county",05000US48097,117100,114800,122700,134000
"Coryell County, TX","county",05000US48099,97400,97900,102700,103400
"Cottle County, TX","county",05000US48101,41400,39300,42900,42600
"Crane County, TX","county",05000US48103,66800,73800,75900,77800
"Crockett County, TX","county",05000US48105,56200,49600,79000,76600
"Crosby County, TX","county",05000US48107,55400,53100,53900,56100
"Culberson County, TX","county",05000US48109,46600,46200,60700,60100
"Dallam County, TX","county",05000US48111,70700,70700,72800,79000
"Dallas County, TX","county",05000US48113,128300,129200,132700,138600
"Dawson County, TX","county",05000US48115,55700,58800,62100,62200
"Deaf Smith County, TX","county",05000US48117,80200,81600,86700,87400
"Delta County, TX","county",05000US48119,71600,73200,73600,71200
"Denton County, TX","county",05000US48121,184100,189000,197600,212200
"DeWitt County, TX","county",05000US48123,80700,86300,98200,104300
"Dickens County, TX","county",05000US48125,48400,47400,49600,50700
"Dimmit County, TX","county",05000US48127,49900,58400,58200,61300
"Donley County, TX","county",05000US48129,61100,61400,59900,66400
"Duval County, TX","county",05000US48131,52700,53800,52800,48400
"Eastland County, TX","county",05000US48133,61200,58700,60100,58800
"Ector County, TX","county",05000US48135,91200,96800,103200,112300
"Edwards County, TX","county",05000US48137,70500,71100,70900,73100
"Ellis County, TX","county",05000US48139,137500,140200,145400,150300
"El Paso County, TX","county",05000US48141,111800,112800,113900,114700
"Erath County, TX","county",05000US48143,111100,112200,121700,127100
"Falls County, TX","county",05000US48145,60800,64400,64900,65200
"Fannin County, TX","county",05000US48147,92600,92300,94600,94500
"Fayette County, TX","county",05000US48149,130300,130800,138100,154700
"Fisher County, TX","county",05000US48151,62200,61700,64900,62700
"Floyd County, TX","county",05000US48153,61200,62200,65300,57900
"Foard County, TX","county",05000US48155,37500,45400,55900,48600
"Fort Bend County, TX","county",05000US48157,183600,189500,200200,217600
"Franklin County, TX","county",05000US48159,92800,101800,103200,116600
"Freestone County, TX","county",05000US48161,76900,78200,81400,82500
"Frio County, TX","county",05000US48163,62900,63400,68400,71900
"Gaines County, TX","county",05000US48165,93000,89500,92600,102400
"Galveston County, TX","county",05000US48167,148600,150300,155000,161100
"Garza County, TX","county",05000US48169,72000,71300,80600,83300
"Gillespie County, TX","county",05000US48171,216600,218600,238300,254500
"Glasscock County, TX","county",05000US48173,119100,182500,190200,191500
"Goliad County, TX","county",05000US48175,111600,113700,116300,124700
"Gonzales County, TX","county",05000US48177,77500,81400,89200,98800
"Gray County, TX","county",05000US48179,68000,73200,74800,73700
"Grayson County, TX","county",05000US48181,104500,105800,107000,110000
"Gregg County, TX","county",05000US48183,121300,122900,124600,125700
"Grimes County, TX","county",05000US48185,92900,95800,105400,105800
"Guadalupe County, TX","county",05000US48187,156000,158700,163300,169200
